loan_amnt,int_rate,grade,emp_length,annual_inc,loan_status,purpose
28625.0,14.85,C,,57286.8,Fully Paid,debt_consolidation
8400.0,10.78,B,3 years,70000.0,Fully Paid,credit_card
13000.0,8.49,B,9 years,63000.0,Fully Paid,debt_consolidation
26000.0,6.99,A,10+ years,86000.0,Fully Paid,debt_consolidation
11000.0,16.59,D,6 years,25000.0,Fully Paid,debt_consolidation
13150.0,14.85,C,9 years,63700.0,Fully Paid,debt_consolidation
12000.0,13.44,C,2 years,42200.0,Charged Off,credit_card
8000.0,11.48,B,10+ years,48000.0,Fully Paid,other
5000.0,17.27,D,1 year,45000.0,Fully Paid,renewable_energy
20000.0,11.48,B,< 1 year,210000.0,Fully Paid,credit_card
18700.0,18.49,D,6 years,61259.0,Charged Off,debt_consolidation
8000.0,13.44,C,10+ years,80000.0,Fully Paid,home_improvement
30000.0,11.99,C,5 years,120000.0,Charged Off,debt_consolidation
10000.0,8.49,B,9 years,72000.0,Fully Paid,major_purchase
27000.0,7.49,A,10+ years,120000.0,Fully Paid,debt_consolidation
18175.0,9.8,B,,38000.0,Fully Paid,credit_card
1050.0,12.88,C,9 years,130000.0,Fully Paid,credit_card
12000.0,9.17,B,1 year,125000.0,Fully Paid,debt_consolidation
18500.0,14.85,C,6 years,75000.0,Fully Paid,debt_consolidation
26875.0,17.97,D,2 years,160000.0,Current,other
7000.0,15.77,D,10+ years,60000.0,Fully Paid,debt_consolidation
15200.0,13.44,C,10+ years,78000.0,Fully Paid,credit_card
4500.0,13.44,C,2 years,44900.0,Fully Paid,credit_card
7200.0,9.17,B,3 years,85000.0,Fully Paid,debt_consolidation
7200.0,9.17,B,6 years,32000.0,Fully Paid,other
12000.0,13.99,C,4 years,90000.0,Current,credit_card
7375.0,19.48,E,2 years,60000.0,Fully Paid,debt_consolidation
4000.0,16.59,D,8 years,20100.0,Fully Paid,debt_consolidation
6000.0,7.91,A,10+ years,65000.0,Fully Paid,other
6000.0,11.99,C,10+ years,100000.0,Fully Paid,vacation
3700.0,10.78,B,4 years,60000.0,Current,credit_card
20525.0,11.99,C,5 years,54600.0,Charged Off,debt_consolidation
8000.0,15.77,D,5 years,52000.0,Fully Paid,debt_consolidation
5925.0,8.49,B,10+ years,47000.0,Fully Paid,moving
3600.0,11.99,C,10+ years,57000.0,Fully Paid,debt_consolidation
20000.0,16.59,D,< 1 year,64500.0,Fully Paid,debt_consolidation
12000.0,9.8,B,10+ years,80000.0,Fully Paid,debt_consolidation
12000.0,13.44,C,10+ years,70000.0,Charged Off,debt_consolidation
16000.0,6.49,A,3 years,70000.0,Fully Paid,credit_card
30000.0,11.48,B,10+ years,103000.0,Current,debt_consolidation
8675.0,14.85,C,1 year,44000.0,Fully Paid,debt_consolidation
12000.0,6.99,A,2 years,114000.0,Fully Paid,house
10725.0,26.06,F,2 years,33000.0,Charged Off,debt_consolidation
30000.0,11.48,B,< 1 year,70000.0,Fully Paid,debt_consolidation
5000.0,6.49,A,10+ years,96000.0,Fully Paid,car
16000.0,17.27,D,4 years,60000.0,Charged Off,other
6000.0,6.99,A,4 years,43000.0,Fully Paid,credit_card
12000.0,9.17,B,10+ years,86000.0,Charged Off,major_purchase
15000.0,11.99,C,2 years,46000.0,Fully Paid,debt_consolidation
35000.0,13.44,C,3 years,104000.0,Fully Paid,debt_consolidation
10825.0,18.99,E,10+ years,36000.0,Charged Off,debt_consolidation
3500.0,7.91,A,5 years,80000.0,Fully Paid,credit_card
5000.0,5.32,A,5 years,80000.0,Fully Paid,debt_consolidation
5600.0,9.8,B,3 years,80000.0,Fully Paid,credit_card
25000.0,19.89,E,10+ years,100000.0,Fully Paid,other
15000.0,11.99,C,7 years,97000.0,Fully Paid,house
25000.0,18.99,E,10+ years,37856.0,Fully Paid,debt_consolidation
15000.0,13.99,C,< 1 year,30000.0,Fully Paid,credit_card
24000.0,9.8,B,6 years,85000.0,Current,debt_consolidation
15000.0,9.17,B,5 years,56000.0,Fully Paid,credit_card
24000.0,9.8,B,6 years,67000.0,Fully Paid,credit_card
9450.0,13.44,C,10+ years,22500.0,Fully Paid,debt_consolidation
15000.0,9.8,B,10+ years,79500.0,Fully Paid,debt_consolidation
27500.0,13.44,C,10+ years,187000.0,Current,debt_consolidation
10000.0,5.32,A,10+ years,92000.0,Fully Paid,debt_consolidation
7975.0,12.88,C,< 1 year,55000.0,Current,home_improvement
12000.0,7.49,A,10+ years,67000.0,Fully Paid,debt_consolidation
35000.0,7.49,A,< 1 year,150000.0,Fully Paid,credit_card
7200.0,11.99,C,5 years,19000.0,Fully Paid,credit_card
29000.0,21.48,E,10+ years,92500.0,Current,credit_card
18000.0,12.88,C,8 years,61000.0,Fully Paid,debt_consolidation
5175.0,13.99,C,< 1 year,46000.0,Fully Paid,other
15000.0,9.8,B,10+ years,85000.0,Fully Paid,credit_card
14400.0,7.91,A,2 years,70000.0,Fully Paid,debt_consolidation
24150.0,21.48,E,6 years,57500.0,Charged Off,debt_consolidation
12000.0,13.44,C,10+ years,106000.0,Fully Paid,debt_consolidation
15000.0,6.49,A,10+ years,97000.0,Fully Paid,debt_consolidation
15000.0,14.85,C,7 years,130000.0,Fully Paid,debt_consolidation
28000.0,5.32,A,10+ years,162000.0,Fully Paid,debt_consolidation
25000.0,13.99,C,6 years,64000.0,Fully Paid,credit_card
10000.0,11.99,C,10+ years,149000.0,Fully Paid,other
7350.0,25.09,F,10+ years,41500.0,Charged Off,debt_consolidation
14000.0,15.77,D,< 1 year,67200.0,Charged Off,other
9000.0,13.44,C,9 years,68000.0,Fully Paid,debt_consolidation
35000.0,19.48,E,10+ years,80500.0,Fully Paid,debt_consolidation
17500.0,11.48,B,6 years,48720.0,Fully Paid,debt_consolidation
15000.0,9.8,B,6 years,45000.0,Fully Paid,debt_consolidation
10000.0,12.88,C,7 years,64000.0,Fully Paid,debt_consolidation
18450.0,11.99,C,8 years,41000.0,Fully Paid,debt_consolidation
12000.0,12.88,C,< 1 year,76000.0,Charged Off,debt_consolidation
5000.0,6.99,A,10+ years,80000.0,Fully Paid,car
28800.0,19.89,E,,72746.64,Fully Paid,other
32000.0,17.27,D,2 years,146000.0,Charged Off,debt_consolidation
13500.0,17.97,D,5 years,73000.0,Fully Paid,debt_consolidation
12000.0,10.78,B,1 year,35000.0,Fully Paid,debt_consolidation
10800.0,12.88,C,3 years,27000.0,Fully Paid,debt_consolidation
6000.0,7.49,A,10+ years,242000.0,Fully Paid,major_purchase
30000.0,9.17,B,10+ years,116000.0,Current,credit_card
8000.0,6.49,A,10+ years,128000.0,Fully Paid,home_improvement
35000.0,11.99,C,10+ years,105000.0,Fully Paid,credit_card
15000.0,7.91,A,10+ years,78000.0,Fully Paid,credit_card
8000.0,9.8,B,10+ years,46000.0,Fully Paid,credit_card
35000.0,7.91,A,9 years,99400.0,Fully Paid,debt_consolidation
24000.0,9.17,B,10+ years,79000.0,Current,debt_consolidation
15000.0,7.49,A,3 years,105000.0,Late (31-120 days),debt_consolidation
30000.0,7.49,A,5 years,160000.0,Fully Paid,debt_consolidation
6000.0,11.48,B,5 years,61000.0,Charged Off,debt_consolidation
1000.0,17.97,D,10+ years,80000.0,Fully Paid,other
28000.0,7.49,A,6 years,135000.0,Fully Paid,credit_card
22000.0,7.49,A,< 1 year,50000.0,Fully Paid,credit_card
16000.0,7.91,A,10+ years,260000.0,Current,credit_card
16800.0,20.5,E,6 years,57000.0,Fully Paid,debt_consolidation
20000.0,13.99,C,5 years,67000.0,Current,credit_card
11475.0,21.48,E,10+ years,35000.0,Fully Paid,debt_consolidation
15675.0,17.97,D,2 years,48000.0,Fully Paid,debt_consolidation
18450.0,11.48,B,< 1 year,41000.0,Charged Off,credit_card
25200.0,7.49,A,< 1 year,108000.0,Fully Paid,debt_consolidation
7200.0,15.77,D,6 years,50000.0,Fully Paid,home_improvement
10500.0,9.8,B,< 1 year,65000.0,Fully Paid,debt_consolidation
35000.0,20.5,E,5 years,240000.0,Fully Paid,debt_consolidation
15000.0,11.48,B,6 years,50000.0,Fully Paid,credit_card
32000.0,12.88,C,10+ years,110000.0,Fully Paid,debt_consolidation
35000.0,14.85,C,2 years,100000.0,Fully Paid,debt_consolidation
2975.0,21.48,E,< 1 year,40000.0,Charged Off,other
6000.0,8.49,B,6 years,90000.0,Fully Paid,credit_card
16450.0,9.17,B,10+ years,63000.0,Fully Paid,credit_card
30600.0,17.97,D,5 years,88500.0,Charged Off,debt_consolidation
35000.0,17.97,D,7 years,79000.0,Charged Off,credit_card
15000.0,9.8,B,2 years,77000.0,Fully Paid,debt_consolidation
35000.0,17.27,D,< 1 year,126000.0,Fully Paid,debt_consolidation
18000.0,5.32,A,9 years,140000.0,Fully Paid,debt_consolidation
20000.0,10.78,B,10+ years,56000.0,Fully Paid,debt_consolidation
19600.0,12.88,C,10+ years,99901.0,Current,debt_consolidation
10000.0,7.91,A,8 years,52387.0,Fully Paid,debt_consolidation
20000.0,13.44,C,4 years,51000.0,Current,credit_card
10700.0,6.49,A,< 1 year,65000.0,Fully Paid,debt_consolidation
28000.0,5.32,A,2 years,200000.0,Fully Paid,home_improvement
35000.0,17.97,D,3 years,95000.0,Charged Off,credit_card
10000.0,17.27,D,10+ years,30200.0,Fully Paid,debt_consolidation
21000.0,14.85,C,10+ years,98000.0,Current,debt_consolidation
10000.0,12.88,C,10+ years,120000.0,Fully Paid,debt_consolidation
25000.0,13.44,C,,79000.0,Fully Paid,debt_consolidation
21000.0,11.99,C,2 years,140000.0,Fully Paid,credit_card
23825.0,17.97,D,,117132.0,Fully Paid,debt_consolidation
12000.0,8.49,B,,105000.0,Fully Paid,home_improvement
13650.0,14.85,C,10+ years,60000.0,Fully Paid,debt_consolidation
2000.0,13.44,C,< 1 year,42536.0,Fully Paid,medical
13300.0,11.99,C,,37000.0,Fully Paid,debt_consolidation
15000.0,11.99,C,8 years,42400.0,Fully Paid,debt_consolidation
12000.0,13.99,C,10+ years,38000.0,Fully Paid,credit_card
11000.0,6.99,A,1 year,78000.0,Fully Paid,credit_card
21000.0,19.48,E,10+ years,133308.0,Fully Paid,credit_card
18000.0,13.99,C,4 years,70000.0,Current,debt_consolidation
10800.0,10.78,B,3 years,100000.0,Fully Paid,debt_consolidation
3900.0,21.48,E,2 years,50000.0,Fully Paid,home_improvement
10000.0,14.85,C,2 years,56200.0,Fully Paid,debt_consolidation
16100.0,17.27,D,5 years,35000.0,Current,debt_consolidation
15000.0,8.49,B,8 years,50000.0,Fully Paid,credit_card
20000.0,13.99,C,10+ years,70000.0,Fully Paid,debt_consolidation
24000.0,13.44,C,7 years,80000.0,Charged Off,home_improvement
28000.0,12.88,C,< 1 year,140000.0,Current,debt_consolidation
15000.0,17.97,D,< 1 year,50000.0,Charged Off,debt_consolidation
35000.0,13.44,C,3 years,121000.0,Current,credit_card
3200.0,14.85,C,5 years,87000.0,Fully Paid,vacation
12000.0,14.85,C,2 years,32000.0,Fully Paid,debt_consolidation
12800.0,11.99,C,1 year,42000.0,Fully Paid,debt_consolidation
9000.0,9.17,B,10+ years,55000.0,Fully Paid,debt_consolidation
25600.0,9.17,B,< 1 year,84000.0,Fully Paid,debt_consolidation
9800.0,5.32,A,10+ years,68000.0,Fully Paid,credit_card
5600.0,9.17,B,1 year,56000.0,Fully Paid,debt_consolidation
23700.0,15.77,D,3 years,62000.0,Charged Off,credit_card
32750.0,20.5,E,4 years,78000.0,Fully Paid,debt_consolidation
5000.0,7.49,A,7 years,45000.0,Fully Paid,debt_consolidation
18000.0,6.49,A,5 years,95000.0,Fully Paid,debt_consolidation
15000.0,13.44,C,1 year,129000.0,Fully Paid,debt_consolidation
27000.0,18.99,E,2 years,60000.0,Charged Off,debt_consolidation
11500.0,11.99,C,8 years,40000.0,Fully Paid,debt_consolidation
20250.0,9.8,B,< 1 year,75000.0,Fully Paid,debt_consolidation
8000.0,10.78,B,3 years,35000.0,Fully Paid,debt_consolidation
35000.0,18.49,D,10+ years,150000.0,Fully Paid,debt_consolidation
10125.0,13.44,C,10+ years,90000.0,Fully Paid,debt_consolidation
35000.0,9.8,B,10+ years,100000.0,Current,credit_card
18000.0,8.49,B,10+ years,117208.0,Current,debt_consolidation
5575.0,8.49,B,1 year,25000.0,Fully Paid,debt_consolidation
4800.0,14.85,C,< 1 year,15000.0,Fully Paid,other
20000.0,13.99,C,10+ years,84240.0,Current,debt_consolidation
18000.0,13.44,C,1 year,57000.0,Fully Paid,debt_consolidation
19575.0,19.48,E,4 years,68000.0,Charged Off,debt_consolidation
26000.0,13.44,C,3 years,85000.0,Charged Off,credit_card
11525.0,14.85,C,1 year,40000.0,Fully Paid,other
20000.0,13.44,C,5 years,48000.0,Fully Paid,debt_consolidation
1200.0,9.8,B,4 years,35000.0,Fully Paid,major_purchase
35000.0,20.5,E,10+ years,103000.0,Current,debt_consolidation
4175.0,24.24,F,,20000.0,Charged Off,debt_consolidation
26975.0,12.88,C,10+ years,120000.0,Current,debt_consolidation
16000.0,11.99,C,10+ years,38000.0,Charged Off,debt_consolidation
2750.0,11.48,B,10+ years,104000.0,Fully Paid,major_purchase
10000.0,6.99,A,10+ years,47000.0,Charged Off,debt_consolidation
2400.0,7.91,A,8 years,26000.0,Fully Paid,debt_consolidation
12000.0,5.32,A,10+ years,130000.0,Fully Paid,debt_consolidation
4800.0,9.17,B,3 years,55000.0,Fully Paid,debt_consolidation
20000.0,10.78,B,< 1 year,75000.0,Fully Paid,debt_consolidation
7200.0,12.88,C,< 1 year,64000.0,Fully Paid,car
10000.0,12.88,C,10+ years,68000.0,Fully Paid,credit_card
11000.0,15.77,D,1 year,110000.0,Fully Paid,debt_consolidation
23250.0,18.99,E,3 years,46500.0,Fully Paid,credit_card
12000.0,11.99,C,10+ years,45000.0,Fully Paid,debt_consolidation
24375.0,18.99,E,8 years,53000.0,Current,home_improvement
5600.0,13.44,C,2 years,57000.0,Fully Paid,credit_card
7000.0,12.88,C,1 year,24000.0,Fully Paid,debt_consolidation
12000.0,17.27,D,8 years,30000.0,Charged Off,credit_card
20000.0,7.49,A,10+ years,89600.0,Fully Paid,credit_card
25000.0,19.89,E,10+ years,93000.0,Current,debt_consolidation
15000.0,17.97,D,9 years,55000.0,Charged Off,debt_consolidation
20550.0,17.27,D,6 years,70000.0,Fully Paid,debt_consolidation
10000.0,8.49,B,10+ years,68000.0,Fully Paid,home_improvement
5000.0,6.99,A,3 years,51782.0,Fully Paid,credit_card
6400.0,6.99,A,10+ years,42000.0,Fully Paid,credit_card
10150.0,18.99,E,10+ years,80000.0,Current,medical
35000.0,20.5,E,10+ years,87250.0,Fully Paid,debt_consolidation
17500.0,8.49,B,< 1 year,59000.0,Fully Paid,debt_consolidation
13000.0,8.49,B,5 years,72000.0,Charged Off,credit_card
19625.0,18.49,D,5 years,79500.0,Fully Paid,debt_consolidation
12050.0,11.48,B,10+ years,63000.0,Fully Paid,debt_consolidation
24000.0,8.49,B,< 1 year,107000.0,Fully Paid,debt_consolidation
19300.0,13.44,C,,48261.96,Charged Off,debt_consolidation
21200.0,21.48,E,7 years,53000.0,Charged Off,credit_card
13000.0,8.49,B,7 years,80000.0,Fully Paid,credit_card
25000.0,10.78,B,7 years,60000.0,Fully Paid,debt_consolidation
19800.0,11.48,B,7 years,81400.0,Fully Paid,debt_consolidation
22000.0,6.99,A,10+ years,230000.0,Fully Paid,credit_card
9600.0,9.17,B,< 1 year,92000.0,Fully Paid,debt_consolidation
12000.0,13.44,C,5 years,58000.0,Fully Paid,debt_consolidation
14400.0,16.59,D,10+ years,93000.0,Charged Off,debt_consolidation
5900.0,9.17,B,10+ years,37000.0,Fully Paid,credit_card
10925.0,14.85,C,8 years,60000.0,Fully Paid,debt_consolidation
14600.0,10.78,B,1 year,30458.0,Current,credit_card
10000.0,10.78,B,8 years,50000.0,Fully Paid,credit_card
8400.0,12.88,C,9 years,39000.0,Fully Paid,debt_consolidation
25000.0,9.8,B,8 years,75900.0,Fully Paid,home_improvement
1400.0,9.8,B,10+ years,42000.0,Fully Paid,home_improvement
6000.0,11.48,B,10+ years,38000.0,Charged Off,credit_card
9450.0,21.48,E,< 1 year,60000.0,Charged Off,debt_consolidation
3000.0,11.48,B,10+ years,26000.0,Fully Paid,other
20000.0,13.44,C,10+ years,65000.0,Fully Paid,debt_consolidation
1000.0,12.88,C,10+ years,70000.0,Fully Paid,other
10000.0,18.49,D,10+ years,77000.0,Fully Paid,debt_consolidation
7800.0,6.49,A,2 years,70000.0,Fully Paid,debt_consolidation
15000.0,12.88,C,10+ years,43000.0,Fully Paid,debt_consolidation
16000.0,11.48,B,3 years,75000.0,Fully Paid,debt_consolidation
16000.0,5.32,A,5 years,120000.0,Fully Paid,debt_consolidation
5600.0,8.49,B,1 year,30000.0,Fully Paid,home_improvement
25600.0,13.99,C,10+ years,108000.0,Fully Paid,debt_consolidation
21000.0,13.44,C,2 years,115000.0,Fully Paid,debt_consolidation
24000.0,14.85,C,1 year,48000.0,Fully Paid,debt_consolidation
13750.0,23.13,F,10+ years,81600.0,Charged Off,debt_consolidation
6000.0,16.59,D,8 years,48000.0,Charged Off,debt_consolidation
10000.0,5.32,A,4 years,67000.0,Fully Paid,debt_consolidation
20000.0,11.48,B,2 years,96000.0,Fully Paid,credit_card
18000.0,6.49,A,10+ years,174000.0,Fully Paid,debt_consolidation
11825.0,24.24,F,8 years,85000.0,Fully Paid,debt_consolidation
18225.0,28.99,G,3 years,50000.0,Charged Off,small_business
9275.0,19.89,E,< 1 year,62000.0,Fully Paid,debt_consolidation
7000.0,8.49,B,,46000.0,Fully Paid,debt_consolidation
20000.0,5.32,A,4 years,51685.22,Fully Paid,debt_consolidation
6000.0,9.8,B,< 1 year,60000.0,Fully Paid,home_improvement
12000.0,10.78,B,1 year,54000.0,Fully Paid,debt_consolidation
19200.0,15.77,D,10+ years,113500.0,Fully Paid,debt_consolidation
32625.0,17.97,D,< 1 year,68000.0,Charged Off,debt_consolidation
28000.0,7.91,A,8 years,115000.0,Fully Paid,credit_card
35000.0,20.5,E,10+ years,90000.0,Fully Paid,credit_card
7275.0,16.59,D,8 years,80000.0,Fully Paid,debt_consolidation
10000.0,9.8,B,9 years,40000.0,Fully Paid,debt_consolidation
25000.0,13.99,C,2 years,150000.0,Fully Paid,credit_card
5000.0,5.32,A,10+ years,90000.0,Fully Paid,home_improvement
20000.0,8.49,B,6 years,60000.0,Fully Paid,debt_consolidation
35000.0,17.27,D,2 years,255000.0,Fully Paid,debt_consolidation
2500.0,9.17,B,10+ years,165000.0,Fully Paid,credit_card
5725.0,12.88,C,,12468.0,Fully Paid,credit_card
12000.0,10.78,B,10+ years,42000.0,Fully Paid,credit_card
14150.0,16.59,D,10+ years,30798.0,Charged Off,credit_card
22500.0,13.99,C,9 years,45000.0,Fully Paid,credit_card
20000.0,6.49,A,10+ years,58000.0,Fully Paid,other
10000.0,14.85,C,1 year,40000.0,Fully Paid,debt_consolidation
5000.0,11.48,B,10+ years,28000.0,Fully Paid,other
10000.0,11.48,B,7 years,30048.0,Fully Paid,credit_card
5000.0,13.44,C,6 years,35000.0,Charged Off,debt_consolidation
6000.0,9.8,B,5 years,151000.0,Fully Paid,credit_card
15000.0,9.17,B,,60000.0,Charged Off,credit_card
28000.0,7.91,A,3 years,100000.0,Charged Off,credit_card
8525.0,13.44,C,4 years,60000.0,Charged Off,credit_card
20000.0,16.59,D,3 years,60000.0,Charged Off,debt_consolidation
9000.0,15.77,D,10+ years,28000.0,Fully Paid,debt_consolidation
20000.0,18.99,E,10+ years,92000.0,Charged Off,debt_consolidation
12000.0,19.48,E,4 years,45000.0,Fully Paid,home_improvement
4425.0,14.85,C,10+ years,48000.0,Charged Off,debt_consolidation
8000.0,8.49,B,< 1 year,60000.0,Fully Paid,debt_consolidation
28000.0,8.49,B,10+ years,82000.0,Current,debt_consolidation
16000.0,13.99,C,2 years,83000.0,Fully Paid,debt_consolidation
26600.0,19.48,E,9 years,65000.0,Fully Paid,debt_consolidation
9600.0,11.48,B,4 years,60000.0,Fully Paid,debt_consolidation
10800.0,11.48,B,3 years,79000.0,Fully Paid,debt_consolidation
5500.0,6.99,A,9 years,100000.0,Fully Paid,home_improvement
7200.0,13.99,C,4 years,34000.0,Fully Paid,debt_consolidation
15000.0,11.48,B,2 years,65000.0,Current,car
21000.0,19.89,E,3 years,66500.0,Charged Off,credit_card
22450.0,11.48,B,8 years,56160.0,Fully Paid,debt_consolidation
30000.0,9.8,B,5 years,90000.0,Current,credit_card
3000.0,12.88,C,2 years,41000.0,Charged Off,credit_card
17750.0,9.17,B,5 years,47000.0,Fully Paid,credit_card
14075.0,14.85,C,,30600.0,Charged Off,debt_consolidation
11200.0,13.44,C,,28026.0,Fully Paid,credit_card
11675.0,17.97,D,10+ years,50000.0,Fully Paid,debt_consolidation
16050.0,8.49,B,< 1 year,43000.0,Fully Paid,debt_consolidation
6000.0,6.99,A,8 years,77000.0,Fully Paid,other
7025.0,14.85,C,10+ years,23427.0,Fully Paid,other
15000.0,9.17,B,4 years,110000.0,Fully Paid,home_improvement
30000.0,11.99,C,10+ years,77000.0,Fully Paid,credit_card
9200.0,12.88,C,3 years,50000.0,Fully Paid,credit_card
15000.0,16.59,D,,34880.0,Fully Paid,debt_consolidation
10000.0,14.85,C,8 years,39000.0,Current,home_improvement
10000.0,15.77,D,,36048.0,Fully Paid,vacation
10000.0,8.49,B,10+ years,120000.0,Fully Paid,credit_card
15000.0,11.48,B,10+ years,65000.0,Fully Paid,credit_card
30375.0,16.59,D,7 years,120000.0,Fully Paid,debt_consolidation
18000.0,9.17,B,10+ years,140000.0,Fully Paid,debt_consolidation
10000.0,6.99,A,9 years,90000.0,Fully Paid,debt_consolidation
35000.0,11.48,B,3 years,112000.0,Fully Paid,credit_card
21000.0,9.8,B,5 years,127000.0,Fully Paid,house
5000.0,11.99,C,,44268.0,Fully Paid,home_improvement
21000.0,14.85,C,< 1 year,67000.0,Fully Paid,debt_consolidation
7000.0,8.49,B,2 years,70000.0,Charged Off,credit_card
20000.0,9.8,B,10+ years,58000.0,Fully Paid,debt_consolidation
28000.0,17.97,D,10+ years,120000.0,Fully Paid,credit_card
25000.0,16.59,D,3 years,62000.0,Current,debt_consolidation
3600.0,9.17,B,10+ years,65986.0,Fully Paid,home_improvement
13925.0,19.89,E,10+ years,80000.0,Fully Paid,debt_consolidation
20000.0,21.48,E,< 1 year,120000.0,Fully Paid,debt_consolidation
24925.0,24.24,F,10+ years,78000.0,Fully Paid,debt_consolidation
30225.0,28.99,G,10+ years,83400.0,Fully Paid,debt_consolidation
9600.0,6.49,A,10+ years,130000.0,Fully Paid,credit_card
12000.0,8.49,B,6 years,100000.0,Fully Paid,credit_card
30000.0,17.27,D,1 year,88000.0,Fully Paid,debt_consolidation
16000.0,12.88,C,7 years,75000.0,Current,debt_consolidation
10000.0,9.8,B,5 years,38480.0,Charged Off,credit_card
8000.0,9.17,B,2 years,90000.0,Fully Paid,credit_card
5400.0,14.85,C,3 years,53000.0,Fully Paid,debt_consolidation
21000.0,21.48,E,3 years,78000.0,Charged Off,debt_consolidation
4800.0,9.8,B,8 years,33000.0,Fully Paid,debt_consolidation
10000.0,11.48,B,10+ years,70000.0,Fully Paid,credit_card
